,index,Loc ID,County,On,At,Dir,Directions,Latitude,Longitude,AADT,Latest Date,geometry,line,line string
0,98,63000104,Montgomery,I-24,NORTHWEST OF SR-48 INTERCHANGE,2-WAY,EB/WB,36.63595,-87.332067,37553,2020-01-01 00:00:00,POINT (-87.332067 36.63595),"LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262)","LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262, -87.11787200000001 36.461941, -87.101305236 36.4525473396, -87.1022916411 36.4508226068, -87.09663992430001 36.4496770728, -87.09759109869999 36.4479256714, -87.062838 36.425555, -87.0266929861 36.4044392609, -87.02863363189999 36.4030322034, -87.0215869478 36.4013660614, -87.0234544076 36.3999058523, -86.946698 36.357365, -86.93221285200001 36.3500352687, -86.93378787429999 36.3490914548, -86.92880656120001 36.3477424841, -86.9302240003 36.3467463723, -86.917089 36.33947, -86.8710232504 36.3252640898, -86.86543082679999 36.3248105331, -86.8700899183 36.323751533, -86.8710843177 36.3236859723, -86.848708 36.31953, -86.81285800000001 36.303361, -86.8000117898 36.2781753999, -86.8017337376 36.2781716305, -86.7999344918 36.2760063677, -86.7977058993 36.2756016766, -86.790556 36.26386, -86.78717170669999 36.2396142558, -86.7845739862 36.2393872265, -86.7851415999 36.2391885359, -86.7876080276 36.2383491487, -86.78443671070001 36.2376863305, -86.78864861549999 36.237016423, -86.7867334286 36.236809687, -86.7847778662 36.2364573701, -86.780869 36.229233, -86.776389963 36.2268639275, -86.7749592397 36.2256378657, -86.775410016 36.2251726704, -86.776425352 36.2249938524, -86.7777083288 36.1928377706, -86.77686886150001 36.1924077809, -86.7762161613 36.1917968395, -86.77545416389999 36.1915656623, -86.77699030150001 36.1914406201, -86.77771176829999 36.1907633048, -86.77532600000001 36.183004, -86.7747205939 36.1802592492, -86.7727932279 36.1782141135, -86.7740333906 36.1780152525, -86.7725557058 36.1777730358, -86.77252734290001 36.1759201598, -86.7712323702 36.1756319135, -86.77234867529999 36.1755216922, -86.77071983010001 36.1752580984, -86.769859 36.173123, -86.770182471 36.1730687561, -86.76801717710001 36.1729940928, -86.7661070859 36.170317579, -86.76722356090001 36.1697250142, -86.76617899999999 36.16852, -86.76484143730001 36.1674365584, -86.7631382478 36.1659068534, -86.7646447552 36.1653119093, -86.764360586 36.1648260208, -86.76256288739999 36.1643973277, -86.76048400000001 36.159094, -86.72703799999999 36.140776, -86.7259728953 36.1402415853, -86.72920999999999 36.14, -86.7292384098 36.1394945098, -86.7265974275 36.1389106887, -86.72600602529999 36.1388570312, -86.7293663316 36.1387511135, -86.7257956074 36.1384048208, -86.72682116289999 36.1382576627, -86.7276593603 36.135956864, -86.7277358743 36.1354184624, -86.7260500653 36.1349119414, -86.72713299999999 36.132046, -86.72604 36.11778, -86.72328414 36.1112659629, -86.7207267432 36.1106995021, -86.72306146690001 36.1097725526, -86.7206128231 36.1096199001, -86.72017044170001 36.1085754898, -86.722124025 36.1085587499, -86.708952 36.097322, -86.69978886840001 36.0868492914, -86.70106611590001 36.0865683277, -86.6986276012 36.0850355131, -86.699711337 36.0849404982, -86.69742599999999 36.081544, -86.69111995990001 36.0707850251, -86.689053765 36.0701072781, -86.68780323839999 36.0690917358, -86.69023377009999 36.0686858915, -86.6873342912 36.0681476216, -86.68895308579999 36.067759203, -86.680751 36.060805, -86.6592883232 36.0461321366, -86.6602261777 36.0456492659, -86.657594524 36.0451020566, -86.6578153407 36.0444337296, -86.65607 36.043559, -86.64139299999999 36.033014, -86.62196286290001 36.0161978747, -86.6219214803 36.0151916384, -86.6193563962 36.0140767835, -86.6185473803 36.0123335384, -86.608126 36.003085, -86.5989364511 35.9973710549, -86.5946646231 35.9950193742, -86.5953598263 35.9936870871, -86.59408406999999 35.9927602788, -86.575075 35.978976, -86.57135415650001 35.9773329146, -86.5741083448 35.9766888538, -86.5712668626 35.973672936, -86.5693104787 35.9735913151, -86.5708358488 35.9729396193, -86.565198 35.965574, -86.497247 35.903239, -86.4756073464 35.8886158065, -86.4786525924 35.8878653247, -86.47938991549999 35.8860017823, -86.4743761368 35.8855808759, -86.4731941118 35.8837827592, -86.47539196690001 35.882655408, -86.47690799999999 35.88196, -86.477249 35.881392, -86.469595 35.878188, -86.44677900000001 35.857548, -86.41807 35.831463, -86.406786 35.8212, -86.382307 35.798961, -86.372342914 35.7867999962, -86.3735282781 35.785658548, -86.37032250590001 35.7834046392, -86.37187265039999 35.7831660162, -86.3721778904 35.7822726873, -86.362506 35.770919, -86.3209467551 35.7234851547, -86.3224024614 35.7229291916, -86.3217502884 35.7224777879, -86.31937974429999 35.7216091641, -86.308305 35.705842)"
1,6,63000004R,Montgomery,I0024,0001D,RAMP,,36.6321363413,-87.318863428,3292,2021-02-02 00:00:00,POINT (-87.318863428 36.6321363413),"LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262)","LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262, -87.11787200000001 36.461941, -87.101305236 36.4525473396, -87.1022916411 36.4508226068, -87.09663992430001 36.4496770728, -87.09759109869999 36.4479256714, -87.062838 36.425555, -87.0266929861 36.4044392609, -87.02863363189999 36.4030322034, -87.0215869478 36.4013660614, -87.0234544076 36.3999058523, -86.946698 36.357365, -86.93221285200001 36.3500352687, -86.93378787429999 36.3490914548, -86.92880656120001 36.3477424841, -86.9302240003 36.3467463723, -86.917089 36.33947, -86.8710232504 36.3252640898, -86.86543082679999 36.3248105331, -86.8700899183 36.323751533, -86.8710843177 36.3236859723, -86.848708 36.31953, -86.81285800000001 36.303361, -86.8000117898 36.2781753999, -86.8017337376 36.2781716305, -86.7999344918 36.2760063677, -86.7977058993 36.2756016766, -86.790556 36.26386, -86.78717170669999 36.2396142558, -86.7845739862 36.2393872265, -86.7851415999 36.2391885359, -86.7876080276 36.2383491487, -86.78443671070001 36.2376863305, -86.78864861549999 36.237016423, -86.7867334286 36.236809687, -86.7847778662 36.2364573701, -86.780869 36.229233, -86.776389963 36.2268639275, -86.7749592397 36.2256378657, -86.775410016 36.2251726704, -86.776425352 36.2249938524, -86.7777083288 36.1928377706, -86.77686886150001 36.1924077809, -86.7762161613 36.1917968395, -86.77545416389999 36.1915656623, -86.77699030150001 36.1914406201, -86.77771176829999 36.1907633048, -86.77532600000001 36.183004, -86.7747205939 36.1802592492, -86.7727932279 36.1782141135, -86.7740333906 36.1780152525, -86.7725557058 36.1777730358, -86.77252734290001 36.1759201598, -86.7712323702 36.1756319135, -86.77234867529999 36.1755216922, -86.77071983010001 36.1752580984, -86.769859 36.173123, -86.770182471 36.1730687561, -86.76801717710001 36.1729940928, -86.7661070859 36.170317579, -86.76722356090001 36.1697250142, -86.76617899999999 36.16852, -86.76484143730001 36.1674365584, -86.7631382478 36.1659068534, -86.7646447552 36.1653119093, -86.764360586 36.1648260208, -86.76256288739999 36.1643973277, -86.76048400000001 36.159094, -86.72703799999999 36.140776, -86.7259728953 36.1402415853, -86.72920999999999 36.14, -86.7292384098 36.1394945098, -86.7265974275 36.1389106887, -86.72600602529999 36.1388570312, -86.7293663316 36.1387511135, -86.7257956074 36.1384048208, -86.72682116289999 36.1382576627, -86.7276593603 36.135956864, -86.7277358743 36.1354184624, -86.7260500653 36.1349119414, -86.72713299999999 36.132046, -86.72604 36.11778, -86.72328414 36.1112659629, -86.7207267432 36.1106995021, -86.72306146690001 36.1097725526, -86.7206128231 36.1096199001, -86.72017044170001 36.1085754898, -86.722124025 36.1085587499, -86.708952 36.097322, -86.69978886840001 36.0868492914, -86.70106611590001 36.0865683277, -86.6986276012 36.0850355131, -86.699711337 36.0849404982, -86.69742599999999 36.081544, -86.69111995990001 36.0707850251, -86.689053765 36.0701072781, -86.68780323839999 36.0690917358, -86.69023377009999 36.0686858915, -86.6873342912 36.0681476216, -86.68895308579999 36.067759203, -86.680751 36.060805, -86.6592883232 36.0461321366, -86.6602261777 36.0456492659, -86.657594524 36.0451020566, -86.6578153407 36.0444337296, -86.65607 36.043559, -86.64139299999999 36.033014, -86.62196286290001 36.0161978747, -86.6219214803 36.0151916384, -86.6193563962 36.0140767835, -86.6185473803 36.0123335384, -86.608126 36.003085, -86.5989364511 35.9973710549, -86.5946646231 35.9950193742, -86.5953598263 35.9936870871, -86.59408406999999 35.9927602788, -86.575075 35.978976, -86.57135415650001 35.9773329146, -86.5741083448 35.9766888538, -86.5712668626 35.973672936, -86.5693104787 35.9735913151, -86.5708358488 35.9729396193, -86.565198 35.965574, -86.497247 35.903239, -86.4756073464 35.8886158065, -86.4786525924 35.8878653247, -86.47938991549999 35.8860017823, -86.4743761368 35.8855808759, -86.4731941118 35.8837827592, -86.47539196690001 35.882655408, -86.47690799999999 35.88196, -86.477249 35.881392, -86.469595 35.878188, -86.44677900000001 35.857548, -86.41807 35.831463, -86.406786 35.8212, -86.382307 35.798961, -86.372342914 35.7867999962, -86.3735282781 35.785658548, -86.37032250590001 35.7834046392, -86.37187265039999 35.7831660162, -86.3721778904 35.7822726873, -86.362506 35.770919, -86.3209467551 35.7234851547, -86.3224024614 35.7229291916, -86.3217502884 35.7224777879, -86.31937974429999 35.7216091641, -86.308305 35.705842)"
2,4,63000003R,Montgomery,I0024,0001C,RAMP,,36.63023177,-87.3142973554,9685,2021-02-02 00:00:00,POINT (-87.3142973554 36.63023177),"LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262)","LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262, -87.11787200000001 36.461941, -87.101305236 36.4525473396, -87.1022916411 36.4508226068, -87.09663992430001 36.4496770728, -87.09759109869999 36.4479256714, -87.062838 36.425555, -87.0266929861 36.4044392609, -87.02863363189999 36.4030322034, -87.0215869478 36.4013660614, -87.0234544076 36.3999058523, -86.946698 36.357365, -86.93221285200001 36.3500352687, -86.93378787429999 36.3490914548, -86.92880656120001 36.3477424841, -86.9302240003 36.3467463723, -86.917089 36.33947, -86.8710232504 36.3252640898, -86.86543082679999 36.3248105331, -86.8700899183 36.323751533, -86.8710843177 36.3236859723, -86.848708 36.31953, -86.81285800000001 36.303361, -86.8000117898 36.2781753999, -86.8017337376 36.2781716305, -86.7999344918 36.2760063677, -86.7977058993 36.2756016766, -86.790556 36.26386, -86.78717170669999 36.2396142558, -86.7845739862 36.2393872265, -86.7851415999 36.2391885359, -86.7876080276 36.2383491487, -86.78443671070001 36.2376863305, -86.78864861549999 36.237016423, -86.7867334286 36.236809687, -86.7847778662 36.2364573701, -86.780869 36.229233, -86.776389963 36.2268639275, -86.7749592397 36.2256378657, -86.775410016 36.2251726704, -86.776425352 36.2249938524, -86.7777083288 36.1928377706, -86.77686886150001 36.1924077809, -86.7762161613 36.1917968395, -86.77545416389999 36.1915656623, -86.77699030150001 36.1914406201, -86.77771176829999 36.1907633048, -86.77532600000001 36.183004, -86.7747205939 36.1802592492, -86.7727932279 36.1782141135, -86.7740333906 36.1780152525, -86.7725557058 36.1777730358, -86.77252734290001 36.1759201598, -86.7712323702 36.1756319135, -86.77234867529999 36.1755216922, -86.77071983010001 36.1752580984, -86.769859 36.173123, -86.770182471 36.1730687561, -86.76801717710001 36.1729940928, -86.7661070859 36.170317579, -86.76722356090001 36.1697250142, -86.76617899999999 36.16852, -86.76484143730001 36.1674365584, -86.7631382478 36.1659068534, -86.7646447552 36.1653119093, -86.764360586 36.1648260208, -86.76256288739999 36.1643973277, -86.76048400000001 36.159094, -86.72703799999999 36.140776, -86.7259728953 36.1402415853, -86.72920999999999 36.14, -86.7292384098 36.1394945098, -86.7265974275 36.1389106887, -86.72600602529999 36.1388570312, -86.7293663316 36.1387511135, -86.7257956074 36.1384048208, -86.72682116289999 36.1382576627, -86.7276593603 36.135956864, -86.7277358743 36.1354184624, -86.7260500653 36.1349119414, -86.72713299999999 36.132046, -86.72604 36.11778, -86.72328414 36.1112659629, -86.7207267432 36.1106995021, -86.72306146690001 36.1097725526, -86.7206128231 36.1096199001, -86.72017044170001 36.1085754898, -86.722124025 36.1085587499, -86.708952 36.097322, -86.69978886840001 36.0868492914, -86.70106611590001 36.0865683277, -86.6986276012 36.0850355131, -86.699711337 36.0849404982, -86.69742599999999 36.081544, -86.69111995990001 36.0707850251, -86.689053765 36.0701072781, -86.68780323839999 36.0690917358, -86.69023377009999 36.0686858915, -86.6873342912 36.0681476216, -86.68895308579999 36.067759203, -86.680751 36.060805, -86.6592883232 36.0461321366, -86.6602261777 36.0456492659, -86.657594524 36.0451020566, -86.6578153407 36.0444337296, -86.65607 36.043559, -86.64139299999999 36.033014, -86.62196286290001 36.0161978747, -86.6219214803 36.0151916384, -86.6193563962 36.0140767835, -86.6185473803 36.0123335384, -86.608126 36.003085, -86.5989364511 35.9973710549, -86.5946646231 35.9950193742, -86.5953598263 35.9936870871, -86.59408406999999 35.9927602788, -86.575075 35.978976, -86.57135415650001 35.9773329146, -86.5741083448 35.9766888538, -86.5712668626 35.973672936, -86.5693104787 35.9735913151, -86.5708358488 35.9729396193, -86.565198 35.965574, -86.497247 35.903239, -86.4756073464 35.8886158065, -86.4786525924 35.8878653247, -86.47938991549999 35.8860017823, -86.4743761368 35.8855808759, -86.4731941118 35.8837827592, -86.47539196690001 35.882655408, -86.47690799999999 35.88196, -86.477249 35.881392, -86.469595 35.878188, -86.44677900000001 35.857548, -86.41807 35.831463, -86.406786 35.8212, -86.382307 35.798961, -86.372342914 35.7867999962, -86.3735282781 35.785658548, -86.37032250590001 35.7834046392, -86.37187265039999 35.7831660162, -86.3721778904 35.7822726873, -86.362506 35.770919, -86.3209467551 35.7234851547, -86.3224024614 35.7229291916, -86.3217502884 35.7224777879, -86.31937974429999 35.7216091641, -86.308305 35.705842)"
3,1,63000001R,Montgomery,I0024,0001A,RAMP,,36.6301989157,-87.3197306298,3385,2021-02-02 00:00:00,POINT (-87.31973062980001 36.6301989157),"LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262)","LINESTRING (-87.332067 36.63595, -87.318863428 36.6321363413, -87.3142973554 36.63023177, -87.31973062980001 36.6301989157, -87.3149855862 36.6282153936, -87.30135 36.620708, -87.28309769329999 36.6023124953, -87.2852411395 36.6013213379, -87.27976757170001 36.5985490452, -87.2815655528 36.5974572239, -87.26643 36.581075, -87.2485036082 36.5589399664, -87.25146822950001 36.5576308459, -87.24649505559999 36.5546943111, -87.24968145139999 36.554022785, -87.234042 36.534503, -87.22202227229999 36.5271870069, -87.2248084583 36.5270662981, -87.217637911 36.5237602916, -87.22062084309999 36.5236493262, -87.11787200000001 36.461941, -87.101305236 36.4525473396, -87.1022916411 36.4508226068, -87.09663992430001 36.4496770728, -87.09759109869999 36.4479256714, -87.062838 36.425555, -87.0266929861 36.4044392609, -87.02863363189999 36.4030322034, -87.0215869478 36.4013660614, -87.0234544076 36.3999058523, -86.946698 36.357365, -86.93221285200001 36.3500352687, -86.93378787429999 36.3490914548, -86.92880656120001 36.3477424841, -86.9302240003 36.3467463723, -86.917089 36.33947, -86.8710232504 36.3252640898, -86.86543082679999 36.3248105331, -86.8700899183 36.323751533, -86.8710843177 36.3236859723, -86.848708 36.31953, -86.81285800000001 36.303361, -86.8000117898 36.2781753999, -86.8017337376 36.2781716305, -86.7999344918 36.2760063677, -86.7977058993 36.2756016766, -86.790556 36.26386, -86.78717170669999 36.2396142558, -86.7845739862 36.2393872265, -86.7851415999 36.2391885359, -86.7876080276 36.2383491487, -86.78443671070001 36.2376863305, -86.78864861549999 36.237016423, -86.7867334286 36.236809687, -86.7847778662 36.2364573701, -86.780869 36.229233, -86.776389963 36.2268639275, -86.7749592397 36.2256378657, -86.775410016 36.2251726704, -86.776425352 36.2249938524, -86.7777083288 36.1928377706, -86.77686886150001 36.1924077809, -86.7762161613 36.1917968395, -86.77545416389999 36.1915656623, -86.77699030150001 36.1914406201, -86.77771176829999 36.1907633048, -86.77532600000001 36.183004, -86.7747205939 36.1802592492, -86.7727932279 36.1782141135, -86.7740333906 36.1780152525, -86.7725557058 36.1777730358, -86.77252734290001 36.1759201598, -86.7712323702 36.1756319135, -86.77234867529999 36.1755216922, -86.77071983010001 36.1752580984, -86.769859 36.173123, -86.770182471 36.1730687561, -86.76801717710001 36.1729940928, -86.7661070859 36.170317579, -86.76722356090001 36.1697250142, -86.76617899999999 36.16852, -86.76484143730001 36.1674365584, -86.7631382478 36.1659068534, -86.7646447552 36.1653119093, -86.764360586 36.1648260208, -86.76256288739999 36.1643973277, -86.76048400000001 36.159094, -86.72703799999999 36.140776, -86.7259728953 36.1402415853, -86.72920999999999 36.14, -86.7292384098 36.1394945098, -86.7265974275 36.1389106887, -86.72600602529999 36.1388570312, -86.7293663316 36.1387511135, -86.7257956074 36.1384048208, -86.72682116289999 36.1382576627, -86.7276593603 36.135956864, -86.7277358743 36.1354184624, -86.7260500653 36.1349119414, -86.72713299999999 36.132046, -86.72604 36.11778, -86.72328414 36.1112659629, -86.7207267432 36.1106995021, -86.72306146690001 36.1097725526, -86.7206128231 36.1096199001, -86.72017044170001 36.1085754898, -86.722124025 36.1085587499, -86.708952 36.097322, -86.69978886840001 36.0868492914, -86.70106611590001 36.0865683277, -86.6986276012 36.0850355131, -86.699711337 36.0849404982, -86.69742599999999 36.081544, -86.69111995990001 36.0707850251, -86.689053765 36.0701072781, -86.68780323839999 36.0690917358, -86.69023377009999 36.0686858915, -86.6873342912 36.0681476216, -86.68895308579999 36.067759203, -86.680751 36.060805, -86.6592883232 36.0461321366, -86.6602261777 36.0456492659, -86.657594524 36.0451020566, -86.6578153407 36.0444337296, -86.65607 36.043559, -86.64139299999999 36.033014, -86.62196286290001 36.0161978747, -86.6219214803 36.0151916384, -86.6193563962 36.0140767835, -86.6185473803 36.0123335384, -86.608126 36.003085, -86.5989364511 35.9973710549, -86.5946646231 35.9950193742, -86.5953598263 35.9936870871, -86.59408406999999 35.9927602788, -86.575075 35.978976, -86.57135415650001 35.9773329146, -86.5741083448 35.9766888538, -86.5712668626 35.973672936, -86.5693104787 35.9735913151, -86.5708358488 35.9729396193, -86.565198 35.965574, -86.497247 35.903239, -86.4756073464 35.8886158065, -86.4786525924 35.8878653247, -86.47938991549999 35.8860017823, -86.4743761368 35.8855808759, -86.4731941118 35.8837827592, -86.47539196690001 35.882655408, -86.47690799999999 35.88196, -86.477249 35.881392, -86.469595 35.878188, -86.44677900000001 35.857548, -86.41807 35.831463, -86.406786 35.8212, -86.382307 35.798961, -86.372342914 35.7867999962, -86.3735282781 35.785658548, -86.37032250590001 35.7834046392, -86.37187265039999 35.7831660162, -86.3721778904 35.7822726873, -86.362506 35.770919, -86.3209467551 35.7234851547, -86.3224024614 35.7229291916, -86.3217502884 35.7224777879, -86.31937974429999 35.7216091641, -86.308305 35.705842)"
