,Loc ID,County,On,At,Dir,Directions,Latitude,Longitude,AADT,Latest Date,geometry,line,LineString
71,22000090,Dickson,I-40,W. OF I-40 & SR-46 INTERCHANGE,2-WAY,EB/WB,36.009216,-87.386409,32099,2020-01-01 00:00:00,POINT (-87.386409 36.009216),"LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022)","LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022, -87.184755 36.023999, -87.1808117528 36.0264506592, -87.1803167274 36.0268402637, -87.1744523198 36.0280667404, -87.1738566719 36.0283883372, -87.11242300000001 36.078822, -87.1004139393 36.0836392295, -87.0992391643 36.0828547208, -87.0968164722 36.0843703043, -87.09571051730001 36.0835678955, -87.038059 36.078529, -87.02345690430001 36.077377703, -87.0212501582 36.0767265962, -87.0192233778 36.0774492414, -87.0178820121 36.0767565722, -86.979394 36.07498, -86.9582442511 36.0807330551, -86.95754442160001 36.0800010653, -86.9557807059 36.0804510316, -86.9551502228 36.0822573146, -86.9539393467 36.0821154702, -86.936599 36.096424, -86.9242372241 36.1097864262, -86.9241699264 36.1109061713, -86.9212970712 36.1117864513, -86.9209624132 36.1130230003, -86.911017 36.120904, -86.89909000740001 36.129786005, -86.89850960290001 36.1317003104, -86.8978735709 36.1323698619, -86.89631514769999 36.1325524403, -86.89571542820001 36.1332237167, -86.874178 36.148988, -86.8598582363 36.1522338402, -86.85732543109999 36.1521805002, -86.8558494716 36.15316006, -86.8533956797 36.1527829362, -86.85305 36.15315, -86.8503173201 36.1532233039, -86.8444319036 36.1541549837, -86.83961471879999 36.1536435253, -86.834728 36.154034, -86.8260228629 36.1567107899, -86.82317290730001 36.1564096722, -86.8188873693 36.1640561322, -86.818645 36.164648, -86.8178313773 36.1662174449, -86.81677181080001 36.1672243867, -86.81502623190001 36.1676543952, -86.809889 36.169669, -86.79970268859999 36.1732403387, -86.795264 36.166458, -86.79332392809999 36.163403677, -86.7938735318 36.1627135396, -86.7930615528 36.1601634098, -86.7919488719 36.1598204132, -86.79148600000001 36.158478, -86.7907658471 36.1575890216, -86.78971572410001 36.1568523384, -86.7898092967 36.1562822773, -86.7880295001 36.1535882148, -86.780688 36.148477, -86.7784268473 36.1476426463, -86.77712045609999 36.1479805623, -86.77131721160001 36.1500791419, -86.7674867513 36.1523130556, -86.7663372782 36.1522600487, -86.76594 36.152585, -86.760507 36.154449, -86.755719 36.153004, -86.7548206364 36.1524825713, -86.74848299999999 36.149978, -86.7454365772 36.1478685899, -86.7442643019 36.1480093373, -86.738528 36.143921, -86.71992686350001 36.1410632299, -86.70808100000001 36.142564, -86.7000999241 36.1435085224, -86.6982827341 36.1444949714, -86.6947019378 36.1447187436, -86.681219 36.142362, -86.67255299999999 36.141616, -86.6679108581 36.1410015067, -86.6633690984 36.1405447767, -86.658045 36.140858, -86.6323376998 36.1546644244, -86.6259367964 36.156743912, -86.617401 36.162958, -86.6076779302 36.1675587777, -86.6028505726 36.1696335224, -86.5993218527 36.169925327, -86.592856 36.169867, -86.5146375157 36.170563657, -86.51351741729999 36.1709619229, -86.5109914807 36.1721454091, -86.469515 36.176509, -86.4586373586 36.1777225019, -86.45523530219999 36.1779763294, -86.453824307 36.1779994214, -86.424475 36.182537, -86.4096069798 36.1843984638, -86.4049070964 36.1855868409, -86.4031565679 36.1846121365, -86.36682999999999 36.183949, -86.35626049850001 36.1833540905, -86.3484492032 36.1823881806, -86.330826 36.183006, -86.312791 36.182475, -86.3005189057 36.1818660182, -86.2973091819 36.1827428475, -86.283558 36.184829, -86.2677599921 36.1881085812, -86.240129 36.193505, -86.17884401320001 36.1913806945, -86.1753416416 36.1899576737, -86.12608400000001 36.1706)"
120,22000148,Dickson,I-40,REST AREA (EAST BOUND),2-WAY,,36.011475,-87.379232,1556,2020-01-01 00:00:00,POINT (-87.379232 36.011475),"LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022)","LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022, -87.184755 36.023999, -87.1808117528 36.0264506592, -87.1803167274 36.0268402637, -87.1744523198 36.0280667404, -87.1738566719 36.0283883372, -87.11242300000001 36.078822, -87.1004139393 36.0836392295, -87.0992391643 36.0828547208, -87.0968164722 36.0843703043, -87.09571051730001 36.0835678955, -87.038059 36.078529, -87.02345690430001 36.077377703, -87.0212501582 36.0767265962, -87.0192233778 36.0774492414, -87.0178820121 36.0767565722, -86.979394 36.07498, -86.9582442511 36.0807330551, -86.95754442160001 36.0800010653, -86.9557807059 36.0804510316, -86.9551502228 36.0822573146, -86.9539393467 36.0821154702, -86.936599 36.096424, -86.9242372241 36.1097864262, -86.9241699264 36.1109061713, -86.9212970712 36.1117864513, -86.9209624132 36.1130230003, -86.911017 36.120904, -86.89909000740001 36.129786005, -86.89850960290001 36.1317003104, -86.8978735709 36.1323698619, -86.89631514769999 36.1325524403, -86.89571542820001 36.1332237167, -86.874178 36.148988, -86.8598582363 36.1522338402, -86.85732543109999 36.1521805002, -86.8558494716 36.15316006, -86.8533956797 36.1527829362, -86.85305 36.15315, -86.8503173201 36.1532233039, -86.8444319036 36.1541549837, -86.83961471879999 36.1536435253, -86.834728 36.154034, -86.8260228629 36.1567107899, -86.82317290730001 36.1564096722, -86.8188873693 36.1640561322, -86.818645 36.164648, -86.8178313773 36.1662174449, -86.81677181080001 36.1672243867, -86.81502623190001 36.1676543952, -86.809889 36.169669, -86.79970268859999 36.1732403387, -86.795264 36.166458, -86.79332392809999 36.163403677, -86.7938735318 36.1627135396, -86.7930615528 36.1601634098, -86.7919488719 36.1598204132, -86.79148600000001 36.158478, -86.7907658471 36.1575890216, -86.78971572410001 36.1568523384, -86.7898092967 36.1562822773, -86.7880295001 36.1535882148, -86.780688 36.148477, -86.7784268473 36.1476426463, -86.77712045609999 36.1479805623, -86.77131721160001 36.1500791419, -86.7674867513 36.1523130556, -86.7663372782 36.1522600487, -86.76594 36.152585, -86.760507 36.154449, -86.755719 36.153004, -86.7548206364 36.1524825713, -86.74848299999999 36.149978, -86.7454365772 36.1478685899, -86.7442643019 36.1480093373, -86.738528 36.143921, -86.71992686350001 36.1410632299, -86.70808100000001 36.142564, -86.7000999241 36.1435085224, -86.6982827341 36.1444949714, -86.6947019378 36.1447187436, -86.681219 36.142362, -86.67255299999999 36.141616, -86.6679108581 36.1410015067, -86.6633690984 36.1405447767, -86.658045 36.140858, -86.6323376998 36.1546644244, -86.6259367964 36.156743912, -86.617401 36.162958, -86.6076779302 36.1675587777, -86.6028505726 36.1696335224, -86.5993218527 36.169925327, -86.592856 36.169867, -86.5146375157 36.170563657, -86.51351741729999 36.1709619229, -86.5109914807 36.1721454091, -86.469515 36.176509, -86.4586373586 36.1777225019, -86.45523530219999 36.1779763294, -86.453824307 36.1779994214, -86.424475 36.182537, -86.4096069798 36.1843984638, -86.4049070964 36.1855868409, -86.4031565679 36.1846121365, -86.36682999999999 36.183949, -86.35626049850001 36.1833540905, -86.3484492032 36.1823881806, -86.330826 36.183006, -86.312791 36.182475, -86.3005189057 36.1818660182, -86.2973091819 36.1827428475, -86.283558 36.184829, -86.2677599921 36.1881085812, -86.240129 36.193505, -86.17884401320001 36.1913806945, -86.1753416416 36.1899576737, -86.12608400000001 36.1706)"
119,22000147,Dickson,I-40,REST AREA (WEST BOUND),2-WAY,,36.011584,-87.378906,1473,2020-01-01 00:00:00,POINT (-87.378906 36.011584),"LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022)","LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022, -87.184755 36.023999, -87.1808117528 36.0264506592, -87.1803167274 36.0268402637, -87.1744523198 36.0280667404, -87.1738566719 36.0283883372, -87.11242300000001 36.078822, -87.1004139393 36.0836392295, -87.0992391643 36.0828547208, -87.0968164722 36.0843703043, -87.09571051730001 36.0835678955, -87.038059 36.078529, -87.02345690430001 36.077377703, -87.0212501582 36.0767265962, -87.0192233778 36.0774492414, -87.0178820121 36.0767565722, -86.979394 36.07498, -86.9582442511 36.0807330551, -86.95754442160001 36.0800010653, -86.9557807059 36.0804510316, -86.9551502228 36.0822573146, -86.9539393467 36.0821154702, -86.936599 36.096424, -86.9242372241 36.1097864262, -86.9241699264 36.1109061713, -86.9212970712 36.1117864513, -86.9209624132 36.1130230003, -86.911017 36.120904, -86.89909000740001 36.129786005, -86.89850960290001 36.1317003104, -86.8978735709 36.1323698619, -86.89631514769999 36.1325524403, -86.89571542820001 36.1332237167, -86.874178 36.148988, -86.8598582363 36.1522338402, -86.85732543109999 36.1521805002, -86.8558494716 36.15316006, -86.8533956797 36.1527829362, -86.85305 36.15315, -86.8503173201 36.1532233039, -86.8444319036 36.1541549837, -86.83961471879999 36.1536435253, -86.834728 36.154034, -86.8260228629 36.1567107899, -86.82317290730001 36.1564096722, -86.8188873693 36.1640561322, -86.818645 36.164648, -86.8178313773 36.1662174449, -86.81677181080001 36.1672243867, -86.81502623190001 36.1676543952, -86.809889 36.169669, -86.79970268859999 36.1732403387, -86.795264 36.166458, -86.79332392809999 36.163403677, -86.7938735318 36.1627135396, -86.7930615528 36.1601634098, -86.7919488719 36.1598204132, -86.79148600000001 36.158478, -86.7907658471 36.1575890216, -86.78971572410001 36.1568523384, -86.7898092967 36.1562822773, -86.7880295001 36.1535882148, -86.780688 36.148477, -86.7784268473 36.1476426463, -86.77712045609999 36.1479805623, -86.77131721160001 36.1500791419, -86.7674867513 36.1523130556, -86.7663372782 36.1522600487, -86.76594 36.152585, -86.760507 36.154449, -86.755719 36.153004, -86.7548206364 36.1524825713, -86.74848299999999 36.149978, -86.7454365772 36.1478685899, -86.7442643019 36.1480093373, -86.738528 36.143921, -86.71992686350001 36.1410632299, -86.70808100000001 36.142564, -86.7000999241 36.1435085224, -86.6982827341 36.1444949714, -86.6947019378 36.1447187436, -86.681219 36.142362, -86.67255299999999 36.141616, -86.6679108581 36.1410015067, -86.6633690984 36.1405447767, -86.658045 36.140858, -86.6323376998 36.1546644244, -86.6259367964 36.156743912, -86.617401 36.162958, -86.6076779302 36.1675587777, -86.6028505726 36.1696335224, -86.5993218527 36.169925327, -86.592856 36.169867, -86.5146375157 36.170563657, -86.51351741729999 36.1709619229, -86.5109914807 36.1721454091, -86.469515 36.176509, -86.4586373586 36.1777225019, -86.45523530219999 36.1779763294, -86.453824307 36.1779994214, -86.424475 36.182537, -86.4096069798 36.1843984638, -86.4049070964 36.1855868409, -86.4031565679 36.1846121365, -86.36682999999999 36.183949, -86.35626049850001 36.1833540905, -86.3484492032 36.1823881806, -86.330826 36.183006, -86.312791 36.182475, -86.3005189057 36.1818660182, -86.2973091819 36.1827428475, -86.283558 36.184829, -86.2677599921 36.1881085812, -86.240129 36.193505, -86.17884401320001 36.1913806945, -86.1753416416 36.1899576737, -86.12608400000001 36.1706)"
6,22000004R,Dickson,I0040,0172D,RAMP,,36.0202314581,-87.336096409,3221,2021-04-03 00:00:00,POINT (-87.33609640900001 36.0202314581),"LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022)","LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022, -87.184755 36.023999, -87.1808117528 36.0264506592, -87.1803167274 36.0268402637, -87.1744523198 36.0280667404, -87.1738566719 36.0283883372, -87.11242300000001 36.078822, -87.1004139393 36.0836392295, -87.0992391643 36.0828547208, -87.0968164722 36.0843703043, -87.09571051730001 36.0835678955, -87.038059 36.078529, -87.02345690430001 36.077377703, -87.0212501582 36.0767265962, -87.0192233778 36.0774492414, -87.0178820121 36.0767565722, -86.979394 36.07498, -86.9582442511 36.0807330551, -86.95754442160001 36.0800010653, -86.9557807059 36.0804510316, -86.9551502228 36.0822573146, -86.9539393467 36.0821154702, -86.936599 36.096424, -86.9242372241 36.1097864262, -86.9241699264 36.1109061713, -86.9212970712 36.1117864513, -86.9209624132 36.1130230003, -86.911017 36.120904, -86.89909000740001 36.129786005, -86.89850960290001 36.1317003104, -86.8978735709 36.1323698619, -86.89631514769999 36.1325524403, -86.89571542820001 36.1332237167, -86.874178 36.148988, -86.8598582363 36.1522338402, -86.85732543109999 36.1521805002, -86.8558494716 36.15316006, -86.8533956797 36.1527829362, -86.85305 36.15315, -86.8503173201 36.1532233039, -86.8444319036 36.1541549837, -86.83961471879999 36.1536435253, -86.834728 36.154034, -86.8260228629 36.1567107899, -86.82317290730001 36.1564096722, -86.8188873693 36.1640561322, -86.818645 36.164648, -86.8178313773 36.1662174449, -86.81677181080001 36.1672243867, -86.81502623190001 36.1676543952, -86.809889 36.169669, -86.79970268859999 36.1732403387, -86.795264 36.166458, -86.79332392809999 36.163403677, -86.7938735318 36.1627135396, -86.7930615528 36.1601634098, -86.7919488719 36.1598204132, -86.79148600000001 36.158478, -86.7907658471 36.1575890216, -86.78971572410001 36.1568523384, -86.7898092967 36.1562822773, -86.7880295001 36.1535882148, -86.780688 36.148477, -86.7784268473 36.1476426463, -86.77712045609999 36.1479805623, -86.77131721160001 36.1500791419, -86.7674867513 36.1523130556, -86.7663372782 36.1522600487, -86.76594 36.152585, -86.760507 36.154449, -86.755719 36.153004, -86.7548206364 36.1524825713, -86.74848299999999 36.149978, -86.7454365772 36.1478685899, -86.7442643019 36.1480093373, -86.738528 36.143921, -86.71992686350001 36.1410632299, -86.70808100000001 36.142564, -86.7000999241 36.1435085224, -86.6982827341 36.1444949714, -86.6947019378 36.1447187436, -86.681219 36.142362, -86.67255299999999 36.141616, -86.6679108581 36.1410015067, -86.6633690984 36.1405447767, -86.658045 36.140858, -86.6323376998 36.1546644244, -86.6259367964 36.156743912, -86.617401 36.162958, -86.6076779302 36.1675587777, -86.6028505726 36.1696335224, -86.5993218527 36.169925327, -86.592856 36.169867, -86.5146375157 36.170563657, -86.51351741729999 36.1709619229, -86.5109914807 36.1721454091, -86.469515 36.176509, -86.4586373586 36.1777225019, -86.45523530219999 36.1779763294, -86.453824307 36.1779994214, -86.424475 36.182537, -86.4096069798 36.1843984638, -86.4049070964 36.1855868409, -86.4031565679 36.1846121365, -86.36682999999999 36.183949, -86.35626049850001 36.1833540905, -86.3484492032 36.1823881806, -86.330826 36.183006, -86.312791 36.182475, -86.3005189057 36.1818660182, -86.2973091819 36.1827428475, -86.283558 36.184829, -86.2677599921 36.1881085812, -86.240129 36.193505, -86.17884401320001 36.1913806945, -86.1753416416 36.1899576737, -86.12608400000001 36.1706)"
4,22000003R,Dickson,I0040,0172C,RAMP,,36.0205861188,-87.3353372908,10513,2021-04-03 00:00:00,POINT (-87.3353372908 36.0205861188),"LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022)","LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022, -87.184755 36.023999, -87.1808117528 36.0264506592, -87.1803167274 36.0268402637, -87.1744523198 36.0280667404, -87.1738566719 36.0283883372, -87.11242300000001 36.078822, -87.1004139393 36.0836392295, -87.0992391643 36.0828547208, -87.0968164722 36.0843703043, -87.09571051730001 36.0835678955, -87.038059 36.078529, -87.02345690430001 36.077377703, -87.0212501582 36.0767265962, -87.0192233778 36.0774492414, -87.0178820121 36.0767565722, -86.979394 36.07498, -86.9582442511 36.0807330551, -86.95754442160001 36.0800010653, -86.9557807059 36.0804510316, -86.9551502228 36.0822573146, -86.9539393467 36.0821154702, -86.936599 36.096424, -86.9242372241 36.1097864262, -86.9241699264 36.1109061713, -86.9212970712 36.1117864513, -86.9209624132 36.1130230003, -86.911017 36.120904, -86.89909000740001 36.129786005, -86.89850960290001 36.1317003104, -86.8978735709 36.1323698619, -86.89631514769999 36.1325524403, -86.89571542820001 36.1332237167, -86.874178 36.148988, -86.8598582363 36.1522338402, -86.85732543109999 36.1521805002, -86.8558494716 36.15316006, -86.8533956797 36.1527829362, -86.85305 36.15315, -86.8503173201 36.1532233039, -86.8444319036 36.1541549837, -86.83961471879999 36.1536435253, -86.834728 36.154034, -86.8260228629 36.1567107899, -86.82317290730001 36.1564096722, -86.8188873693 36.1640561322, -86.818645 36.164648, -86.8178313773 36.1662174449, -86.81677181080001 36.1672243867, -86.81502623190001 36.1676543952, -86.809889 36.169669, -86.79970268859999 36.1732403387, -86.795264 36.166458, -86.79332392809999 36.163403677, -86.7938735318 36.1627135396, -86.7930615528 36.1601634098, -86.7919488719 36.1598204132, -86.79148600000001 36.158478, -86.7907658471 36.1575890216, -86.78971572410001 36.1568523384, -86.7898092967 36.1562822773, -86.7880295001 36.1535882148, -86.780688 36.148477, -86.7784268473 36.1476426463, -86.77712045609999 36.1479805623, -86.77131721160001 36.1500791419, -86.7674867513 36.1523130556, -86.7663372782 36.1522600487, -86.76594 36.152585, -86.760507 36.154449, -86.755719 36.153004, -86.7548206364 36.1524825713, -86.74848299999999 36.149978, -86.7454365772 36.1478685899, -86.7442643019 36.1480093373, -86.738528 36.143921, -86.71992686350001 36.1410632299, -86.70808100000001 36.142564, -86.7000999241 36.1435085224, -86.6982827341 36.1444949714, -86.6947019378 36.1447187436, -86.681219 36.142362, -86.67255299999999 36.141616, -86.6679108581 36.1410015067, -86.6633690984 36.1405447767, -86.658045 36.140858, -86.6323376998 36.1546644244, -86.6259367964 36.156743912, -86.617401 36.162958, -86.6076779302 36.1675587777, -86.6028505726 36.1696335224, -86.5993218527 36.169925327, -86.592856 36.169867, -86.5146375157 36.170563657, -86.51351741729999 36.1709619229, -86.5109914807 36.1721454091, -86.469515 36.176509, -86.4586373586 36.1777225019, -86.45523530219999 36.1779763294, -86.453824307 36.1779994214, -86.424475 36.182537, -86.4096069798 36.1843984638, -86.4049070964 36.1855868409, -86.4031565679 36.1846121365, -86.36682999999999 36.183949, -86.35626049850001 36.1833540905, -86.3484492032 36.1823881806, -86.330826 36.183006, -86.312791 36.182475, -86.3005189057 36.1818660182, -86.2973091819 36.1827428475, -86.283558 36.184829, -86.2677599921 36.1881085812, -86.240129 36.193505, -86.17884401320001 36.1913806945, -86.1753416416 36.1899576737, -86.12608400000001 36.1706)"
1,22000001R,Dickson,I0040,0172A,RAMP,,36.0194837615,-87.3342041004,2360,2021-04-03 00:00:00,POINT (-87.3342041004 36.0194837615),"LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022)","LINESTRING (-87.386409 36.009216, -87.379232 36.011475, -87.378906 36.011584, -87.33609640900001 36.0202314581, -87.3353372908 36.0205861188, -87.3342041004 36.0194837615, -87.3336540709 36.0192543225, -87.297342 36.023715, -87.2700743779 36.0268249645, -87.26929903369999 36.024709315, -87.2665792775 36.0210872595, -87.2659555737 36.0195145859, -87.2601924057 36.0180168022, -87.184755 36.023999, -87.1808117528 36.0264506592, -87.1803167274 36.0268402637, -87.1744523198 36.0280667404, -87.1738566719 36.0283883372, -87.11242300000001 36.078822, -87.1004139393 36.0836392295, -87.0992391643 36.0828547208, -87.0968164722 36.0843703043, -87.09571051730001 36.0835678955, -87.038059 36.078529, -87.02345690430001 36.077377703, -87.0212501582 36.0767265962, -87.0192233778 36.0774492414, -87.0178820121 36.0767565722, -86.979394 36.07498, -86.9582442511 36.0807330551, -86.95754442160001 36.0800010653, -86.9557807059 36.0804510316, -86.9551502228 36.0822573146, -86.9539393467 36.0821154702, -86.936599 36.096424, -86.9242372241 36.1097864262, -86.9241699264 36.1109061713, -86.9212970712 36.1117864513, -86.9209624132 36.1130230003, -86.911017 36.120904, -86.89909000740001 36.129786005, -86.89850960290001 36.1317003104, -86.8978735709 36.1323698619, -86.89631514769999 36.1325524403, -86.89571542820001 36.1332237167, -86.874178 36.148988, -86.8598582363 36.1522338402, -86.85732543109999 36.1521805002, -86.8558494716 36.15316006, -86.8533956797 36.1527829362, -86.85305 36.15315, -86.8503173201 36.1532233039, -86.8444319036 36.1541549837, -86.83961471879999 36.1536435253, -86.834728 36.154034, -86.8260228629 36.1567107899, -86.82317290730001 36.1564096722, -86.8188873693 36.1640561322, -86.818645 36.164648, -86.8178313773 36.1662174449, -86.81677181080001 36.1672243867, -86.81502623190001 36.1676543952, -86.809889 36.169669, -86.79970268859999 36.1732403387, -86.795264 36.166458, -86.79332392809999 36.163403677, -86.7938735318 36.1627135396, -86.7930615528 36.1601634098, -86.7919488719 36.1598204132, -86.79148600000001 36.158478, -86.7907658471 36.1575890216, -86.78971572410001 36.1568523384, -86.7898092967 36.1562822773, -86.7880295001 36.1535882148, -86.780688 36.148477, -86.7784268473 36.1476426463, -86.77712045609999 36.1479805623, -86.77131721160001 36.1500791419, -86.7674867513 36.1523130556, -86.7663372782 36.1522600487, -86.76594 36.152585, -86.760507 36.154449, -86.755719 36.153004, -86.7548206364 36.1524825713, -86.74848299999999 36.149978, -86.7454365772 36.1478685899, -86.7442643019 36.1480093373, -86.738528 36.143921, -86.71992686350001 36.1410632299, -86.70808100000001 36.142564, -86.7000999241 36.1435085224, -86.6982827341 36.1444949714, -86.6947019378 36.1447187436, -86.681219 36.142362, -86.67255299999999 36.141616, -86.6679108581 36.1410015067, -86.6633690984 36.1405447767, -86.658045 36.140858, -86.6323376998 36.1546644244, -86.6259367964 36.156743912, -86.617401 36.162958, -86.6076779302 36.1675587777, -86.6028505726 36.1696335224, -86.5993218527 36.169925327, -86.592856 36.169867, -86.5146375157 36.170563657, -86.51351741729999 36.1709619229, -86.5109914807 36.1721454091, -86.469515 36.176509, -86.4586373586 36.1777225019, -86.45523530219999 36.1779763294, -86.453824307 36.1779994214, -86.424475 36.182537, -86.4096069798 36.1843984638, -86.4049070964 36.1855868409, -86.4031565679 36.1846121365, -86.36682999999999 36.183949, -86.35626049850001 36.1833540905, -86.3484492032 36.1823881806, -86.330826 36.183006, -86.312791 36.182475, -86.3005189057 36.1818660182, -86.2973091819 36.1827428475, -86.283558 36.184829, -86.2677599921 36.1881085812, -86.240129 36.193505, -86.17884401320001 36.1913806945, -86.1753416416 36.1899576737, -86.12608400000001 36.1706)"
