1,2,3,4,5,6,7,8,loc_id
1996,7302,,,,,,,11000019
1995,744,,,,,,,11000019
1994,494,,,,,,,11000019
1993,638,,,,,,,11000019
1992,609,,,,,,,11000019
1991,439,,,,,,,11000019
1990,655,,,,,,,11000019
1989,616,,,,,,,11000019
1988,581,,,,,,,11000019
1987,524,,,,,,,11000019
1986,524,,,,,,,11000019
1985,553,,,,,,,11000019
2020,7785,658,8,65,"7,193 (92%)",592 (8%),,11000020
2019,6792,,12,65,,,,11000020
2018,6640,,9,65,,,,11000020
2017,62552,,,,,,,11000020
2016,6194,,10,65,,,,11000020
2015,5748,,8,65,,,,11000020
2014,5581,,9,65,,,,11000020
2013,5657,,9,65,,,,11000020
2012,5945,,9,65,,,,11000020
2011,5878,,9,65,,,,11000020
2010,6546,,9,65,,,,11000020
2009,6647,,10,65,,,,11000020
2008,6240,,9,65,,,,11000020
2007,6495,,9,65,,,,11000020
2006,6442,,9,65,,,,11000020
2005,6281,,8,65,,,,11000020
2004,67692,,,,,,,11000020
2003,6641,,9,65,,,,11000020
2002,6125,,,,,,,11000020
2001,6501,,,,,,,11000020
2000,5695,,,,,,,11000020
1999,54202,,,,,,,11000020
1998,5970,,,,,,,11000020
1997,7170,,,,,,,11000020
1996,5002,,,,,,,11000020
1995,5313,,,,,,,11000020
1994,3837,,,,,,,11000020
1993,4250,,,,,,,11000020
1992,4313,,,,,,,11000020
1991,4186,,,,,,,11000020
1990,5333,,,,,,,11000020
1989,4442,,,,,,,11000020
1988,3924,,,,,,,11000020
1987,3812,,,,,,,11000020
1986,3189,,,,,,,11000020
1985,3175,,,,,,,11000020
2020,4027,337,8,65,"3,827 (95%)",200 (5%),,11000021
2019,3556,,12,65,,,,11000021
2018,3370,,9,65,,,,11000021
2017,3865,,10,65,,,,11000021
2016,37042,,,,,,,11000021
2015,3667,,9,65,,,,11000021
2014,3586,,9,65,,,,11000021
2013,3457,,9,65,,,,11000021
2012,3735,,9,65,,,,11000021
2011,3729,,9,65,,,,11000021
2010,3650,,9,65,,,,11000021
2009,39262,,,,,,,11000021
2008,3730,,9,65,,,,11000021
2007,3970,,9,65,,,,11000021
2006,3628,,10,65,,,,11000021
2005,3451,,9,65,,,,11000021
2004,49332,,,,,,,11000021
2003,48012,,,,,,,11000021
2002,4012,,,,,,,11000021
2001,4524,,,,,,,11000021
2000,3945,,,,,,,11000021
1999,4357,,,,,,,11000021
1998,4126,,,,,,,11000021
1997,4225,,,,,,,11000021
1996,4190,,,,,,,11000021
1995,4184,,,,,,,11000021
1994,3758,,,,,,,11000021
1993,3512,,,,,,,11000021
1992,3684,,,,,,,11000021
1991,3493,,,,,,,11000021
1990,3563,,,,,,,11000021
1989,3040,,,,,,,11000021
1988,2568,,,,,,,11000021
1987,2502,,,,,,,11000021
1986,19602,,,,,,,11000021
1985,2150,,,,,,,11000021
2020,2945,317,11,65,"2,838 (96%)",107 (4%),,11000022
2019,2768,,12,65,,,,11000022
2018,2966,,10,65,,,,11000022
2017,26552,,,,,,,11000022
2016,25982,,,,,,,11000022
2015,2478,,11,65,,,,11000022
2014,2291,,12,65,,,,11000022
2013,24472,,,,,,,11000022
2012,2376,,11,65,,,,11000022
2011,2364,,11,65,,,,11000022
2010,2355,,10,65,,,,11000022
2009,2473,,11,65,,,,11000022
2008,2324,,11,65,,,,11000022
2007,2367,,11,65,,,,11000022
2006,2453,,11,65,,,,11000022
2005,2287,,10,65,,,,11000022
2004,24912,,,,,,,11000022
2003,24992,,,,,,,11000022
2002,24262,,,,,,,11000022
2001,23762,,,,,,,11000022
2000,2348,,,,,,,11000022
1999,2506,,,,,,,11000022
1998,2601,,,,,,,11000022
1997,23202,,,,,,,11000022
1996,2312,,,,,,,11000022
1995,2261,,,,,,,11000022
1994,1150,,,,,,,11000022
1993,1142,,,,,,,11000022
1992,1080,,,,,,,11000022
1991,1495,,,,,,,11000022
1990,1880,,,,,,,11000022
1989,1747,,,,,,,11000022
1988,1877,,,,,,,11000022
1987,1923,,,,,,,11000022
1986,2061,,,,,,,11000022
1985,1697,,,,,,,11000022
2020,2251,186,8,65,"2,167 (96%)",84 (4%),,11000023
2019,2014,,9,65,,,,11000023
2018,2156,,10,65,,,,11000023
2017,1960,,10,65,,,,11000023
2016,20932,,,,,,,11000023
2015,1871,,9,65,,,,11000023
2014,1801,,10,65,,,,11000023
2013,2021,,10,65,,,,11000023
2012,1871,,8,65,,,,11000023
2011,1887,,8,65,,,,11000023
2010,1748,,9,65,,,,11000023
2009,1818,,10,65,,,,11000023
2008,2924,,9,65,,,,11000023
2007,2408,,9,65,,,,11000023
2006,2082,,10,65,,,,11000023
2005,1997,,9,65,,,,11000023
2004,14202,,,,,,,11000023
2003,1510,,9,65,,,,11000023
2002,13622,,,,,,,11000023
2001,1567,,,,,,,11000023
2000,12772,,,,,,,11000023
1999,827,,,,,,,11000023
1998,13502,,,,,,,11000023
1997,1343,,,,,,,11000023
1996,1389,,,,,,,11000023
1995,1454,,,,,,,11000023
1994,1127,,,,,,,11000023
1993,1175,,,,,,,11000023
1992,1169,,,,,,,11000023
1991,1366,,,,,,,11000023
1990,1234,,,,,,,11000023
1989,1220,,,,,,,11000023
1988,1158,,,,,,,11000023
1987,1099,,,,,,,11000023
1986,1129,,,,,,,11000023
1985,988,,,,,,,11000023
2020,17619,1500,9,65,"16,277 (92%)","1,342 (8%)",,11000024
2019,17811,,10,65,,,,11000024
2018,155442,,,,,,,11000024
2017,157272,,,,,,,11000024
2016,15572,,9,71,,,,11000024
2015,15335,,8,69,,,,11000024
2014,16259,,10,65,,,,11000024
2013,13879,,8,65,,,,11000024
2012,13961,,9,65,,,,11000024
2011,13617,,9,65,,,,11000024
2010,12792,,9,65,,,,11000024
2009,13757,,9,65,,,,11000024
2008,14849,,9,69,,,,11000024
2007,14575,,8,70,,,,11000024
2006,13972,,9,65,,,,11000024
2005,16200,,10,65,,,,11000024
2004,113882,,,,,,,11000024
2003,11666,,10,65,,,,11000024
2002,11110,,,,,,,11000024
2001,12602,,,,,,,11000024
2000,97862,,,,,,,11000024
1999,10671,,,,,,,11000024
1998,8883,,,,,,,11000024
1997,8643,,,,,,,11000024
1996,8820,,,,,,,11000024
1995,8792,,,,,,,11000024
1994,8606,,,,,,,11000024
1993,8000,,,,,,,11000024
1992,9038,,,,,,,11000024
1991,9152,,,,,,,11000024
1990,9147,,,,,,,11000024
1989,7742,,,,,,,11000024
1988,7826,,,,,,,11000024
1987,7912,,,,,,,11000024
1986,7243,,,,,,,11000024
1985,6790,,,,,,,11000024
2020,2333,266,11,65,"2,246 (96%)",87 (4%),,11000025
2019,1842,,14,65,,,,11000025
2018,2296,,12,65,,,,11000025
2017,2114,,12,65,,,,11000025
2016,20102,,,,,,,11000025
2015,2186,,11,65,,,,11000025
2014,1875,,12,65,,,,11000025
2013,1877,,11,65,,,,11000025
2012,2073,,11,65,,,,11000025
2011,2136,,12,65,,,,11000025
2010,2275,,10,65,,,,11000025
2009,2812,,11,65,,,,11000025
2008,2803,,12,65,,,,11000025
2007,2663,,10,65,,,,11000025
2006,2470,,10,65,,,,11000025
2005,2259,,11,65,,,,11000025
2004,2239,,11,65,,,,11000025
2003,2162,,11,65,,,,11000025
2002,24172,,,,,,,11000025
2001,2373,,,,,,,11000025
2000,22352,,,,,,,11000025
1999,2203,,,,,,,11000025
1998,1850,,,,,,,11000025
1997,1838,,,,,,,11000025
1996,1828,,,,,,,11000025
1995,1593,,,,,,,11000025
1994,1571,,,,,,,11000025
1993,1460,,,,,,,11000025
1992,982,,,,,,,11000025
1991,1116,,,,,,,11000025
1990,981,,,,,,,11000025
1989,918,,,,,,,11000025
1988,819,,,,,,,11000025
1987,812,,,,,,,11000025
1986,737,,,,,,,11000025
1985,627,,,,,,,11000025
2020,9822,849,9,65,"9,076 (92%)",746 (8%),,11000026
2019,9120,,10,65,,,,11000026
2018,85442,,,,,,,11000026
2017,86982,,,,,,,11000026
2016,8612,,8,65,,,,11000026
2015,8323,,8,65,,,,11000026
2014,7713,,8,65,,,,11000026
2013,84622,,,,,,,11000026
2012,8216,,8,65,,,,11000026
2011,8032,,8,65,,,,11000026
2010,7501,,8,65,,,,11000026
2009,7754,,9,65,,,,11000026
2008,7763,,8,65,,,,11000026
2007,8409,,8,65,,,,11000026
2006,7903,,9,65,,,,11000026
2005,7826,,8,65,,,,11000026
2004,9063,,9,65,,,,11000026
2003,9105,,8,65,,,,11000026
2002,9231,,,,,,,11000026
2001,8912,,,,,,,11000026
2000,8025,,,,,,,11000026
1999,8349,,,,,,,11000026
1998,9595,,,,,,,11000026
1997,9074,,,,,,,11000026
1996,8200,,,,,,,11000026
1995,8782,,,,,,,11000026
1994,7654,,,,,,,11000026
1993,6706,,,,,,,11000026
1992,7234,,,,,,,11000026
1991,6875,,,,,,,11000026
1990,6669,,,,,,,11000026
1989,54502,,,,,,,11000026
1988,5292,,,,,,,11000026
1987,5562,,,,,,,11000026
1986,4720,,,,,,,11000026
1985,4267,,,,,,,11000026
2020,5972,498,8,65,"5,517 (92%)",455 (8%),,11000027
2019,6935,,11,65,,,,11000027
2018,6731,,9,65,,,,11000027
2017,6494,,9,65,,,,11000027
2016,67822,,,,,,,11000027
2015,6707,,9,65,,,,11000027
2014,6652,,9,65,,,,11000027
2013,7545,,9,65,,,,11000027
2012,7266,,9,65,,,,11000027
2011,7062,,8,65,,,,11000027
2010,7150,,9,65,,,,11000027
2009,8182,,10,65,,,,11000027
2008,6848,,9,65,,,,11000027
2007,7993,,10,65,,,,11000027
2006,8952,,10,65,,,,11000027
2005,7568,,9,65,,,,11000027
2004,8192,,9,65,,,,11000027
2003,8297,,10,65,,,,11000027
2002,7291,,,,,,,11000027
2001,7761,,,,,,,11000027
2000,7150,,,,,,,11000027
1999,8194,,,,,,,11000027
1998,7527,,,,,,,11000027
1997,8094,,,,,,,11000027
1996,7013,,,,,,,11000027
1995,6504,,,,,,,11000027
1994,5500,,,,,,,11000027
1993,6500,,,,,,,11000027
1992,6191,,,,,,,11000027
1991,6373,,,,,,,11000027
1990,7081,,,,,,,11000027
1989,6586,,,,,,,11000027
1988,6856,,,,,,,11000027
1987,5910,,,,,,,11000027
1986,6080,,,,,,,11000027
1985,4957,,,,,,,11000027
